threshold,min_precision,mean_precision,max_precision,min_recall,mean_recall,max_recall,worst_fold_f1,mean_f1,f1_range,worst_fold_balanced_accuracy,mean_balanced_accuracy,max_missed_peak_rate_pct,mean_missed_peak_rate_pct,mean_false_alarm_rate_pct
0.13,0.3162383101170623,0.45890092931702,0.6015635485169776,0.5199034369766784,0.7380045498708131,0.9561056627649478,0.47527594035953336,0.5165181873233793,0.08248449392769197,0.7387471754484738,0.8368133512398372,48.009656302332154,26.199545012918687,6.437784739113857
0.14,0.3230183927447119,0.4656025115438303,0.6081866303429487,0.5114215497930275,0.7324784117203036,0.9535352736475798,0.4825640153296577,0.5190932585754949,0.07305848649167451,0.7354222681159706,0.8352272084457785,48.857845020697255,26.752158827969634,6.202399482874684
0.15,0.32964374323194384,0.4720488129873104,0.614453882742677,0.5028961657520244,0.7269404112531082,0.9509846567541917,0.489581742856852,0.5213438657913216,0.06352424586893918,0.7320171324571444,0.8335606788968833,49.71038342479756,27.305958874689196,5.981905345934142
0.16,0.33587048616703197,0.4779989697306955,0.620127453294359,0.49522621990561183,0.721810357659228,0.948394495412844,0.4960622999477731,0.5233728482475596,0.05462109659957287,0.7289325771518331,0.8319828206335171,50.47737800943882,27.81896423407721,5.784471639219364
0.17,0.34173767585496967,0.48374031845469656,0.6257429610544234,0.48769401410748076,0.7164525907297923,0.9452111673521038,0.501984627016129,0.5250725742536339,0.04617589447500969,0.7258851966589609,0.830233552339311,51.23059858925193,28.354740927020778,5.5985486051170295
0.18,0.34730303162868015,0.4888912418417373,0.6304794520547945,0.48046628631081406,0.71114820168119,0.9418301170515659,0.5074734991743461,0.5264090417278291,0.03787108510696591,0.7228927374745537,0.8284212277746104,51.953371368918596,28.885179831881,5.430574613196922
0.19,0.35271441622781935,0.4942593141867605,0.6358042121457017,0.47338354803865423,0.7061535740825982,0.9389236001265422,0.5127936547360009,0.5277478687403181,0.029908428008634358,0.719994200801156,0.8267354760859615,52.66164519613458,29.384642591740178,5.268262191067495
0.2,0.35846828226850486,0.4994340019277296,0.6403997215869544,0.4669025162931978,0.7015487747552671,0.9361950332173363,0.5184301144731007,0.5292445317681234,0.021628834590045165,0.717306788693194,0.8252067939649019,53.30974837068022,29.845122524473297,5.113518682546321
0.21,0.3639166120766059,0.5042242878893353,0.6445319637020646,0.46032724135681197,0.6969858288403801,0.9336444163239481,0.5237036338732663,0.5303888571846254,0.013370446622718135,0.7145302923151199,0.8236357320630954,53.9672758643188,30.301417115961993,4.9714364714189205
0.22,0.36912056615172173,0.5090807089956487,0.6490408518395757,0.4542594297562001,0.6922416256658255,0.9302238215754508,0.5285199934843541,0.5314881776492713,0.005936368329834463,0.7120039563134735,0.8219561516824458,54.57405702437998,30.77583743341745,4.832932230093384
